source,target,Timestamp
Elpas_telero,WillyTolerdoo,2023-04-03T11:07:06.000Z
juanben65609598,FroilLannister,2023-04-03T11:06:46.000Z
AngelsTurdiu,SergiMaranya,2023-04-03T11:06:45.000Z
RistoTRS,JordiMagrinya,2023-04-03T11:06:25.000Z
rosasviejas7,FroilLannister,2023-04-03T11:06:10.000Z
MPR93083085,PedroOtamendi,2023-04-03T11:06:09.000Z
SaraUjja,capTercio,2023-04-03T11:05:56.000Z
GcSecun,Elvellblues,2023-04-03T11:05:51.000Z
personahumana11,WillyTolerdoo,2023-04-03T11:05:46.000Z
AGombau,WillyTolerdoo,2023-04-03T11:05:43.000Z
remvigo,WillyTolerdoo,2023-04-03T11:05:41.000Z
Complutense12,agarzon,2023-04-03T11:05:39.000Z
Complutense12,Yolanda_Diaz_,2023-04-03T11:05:39.000Z
esp2110,FroilLannister,2023-04-03T11:05:35.000Z
ipaipa93,capTercio,2023-04-03T11:05:34.000Z
RubenLopez_04,WillyTolerdoo,2023-04-03T11:05:30.000Z
Grace51160615,FroilLannister,2023-04-03T11:05:17.000Z
aitor_gl10,FroilLannister,2023-04-03T11:05:17.000Z
recortafelpudos,WillyTolerdoo,2023-04-03T11:05:14.000Z
SirTaurinus,FroilLannister,2023-04-03T11:05:03.000Z
martinetimes,SergiMaranya,2023-04-03T11:04:58.000Z
AmparoXifre,ErnestoEkaizer,2023-04-03T11:04:44.000Z
gceleste941,WillyTolerdoo,2023-04-03T11:04:43.000Z
Vitriolico,PacoEscudero12,2023-04-03T11:04:31.000Z
Alfredo06326156,FroilLannister,2023-04-03T11:04:25.000Z
AlvaroA29234362,GuajeSalvaje,2023-04-03T11:04:06.000Z
Merchefadrique,WillyTolerdoo,2023-04-03T11:04:05.000Z
chusrf13,WillyTolerdoo,2023-04-03T11:03:51.000Z
salvad_m,SergiMaranya,2023-04-03T11:03:47.000Z
aelguetat,capTercio,2023-04-03T11:03:44.000Z
Joseliromero,WillyTolerdoo,2023-04-03T11:03:44.000Z
capgiremmoia,CUPBarcelona,2023-04-03T11:03:36.000Z
labeatriufapiu,CUPBarcelona,2023-04-03T11:03:20.000Z
tresmari,SergiMaranya,2023-04-03T11:03:17.000Z
baldwin_azul,WillyTolerdoo,2023-04-03T11:03:13.000Z
johnKra49402885,FroilLannister,2023-04-03T11:03:11.000Z
huevoserpiente,WillyTolerdoo,2023-04-03T11:03:02.000Z
johnKra49402885,WillyTolerdoo,2023-04-03T11:03:00.000Z
Maipa8,WillyTolerdoo,2023-04-03T11:02:54.000Z
dolorst1,jcanadellb,2023-04-03T11:02:51.000Z
dolorst1,elperiodico,2023-04-03T11:02:51.000Z
DesdeShequetito,capTercio,2023-04-03T11:02:51.000Z
MiguelGayolRey,capTercio,2023-04-03T11:02:36.000Z
PlutoTrumpPeota,Doct_Tricornio,2023-04-03T11:02:28.000Z
fcruzcueva,jcanadellb,2023-04-03T11:02:24.000Z
fcruzcueva,elperiodico,2023-04-03T11:02:24.000Z
Obi_Uan_Kenobi,WillyTolerdoo,2023-04-03T11:02:13.000Z
bullenri,GuajeSalvaje,2023-04-03T11:01:56.000Z
martamu4,jcanadellb,2023-04-03T11:01:54.000Z
martamu4,elperiodico,2023-04-03T11:01:54.000Z
TurneMartiOct,ErnestoEkaizer,2023-04-03T11:01:51.000Z
PlutoTrumpPeota,FroilLannister,2023-04-03T11:01:29.000Z
manuela50468328,espanol_pura,2023-04-03T11:01:27.000Z
joniVillegas,WillyTolerdoo,2023-04-03T11:01:26.000Z
kinobex,FroilLannister,2023-04-03T11:01:15.000Z
fgonrod,CiutadansCs,2023-04-03T11:01:04.000Z
JordiB_V,SergiMaranya,2023-04-03T11:01:01.000Z
Dgarvi21,WillyTolerdoo,2023-04-03T11:00:54.000Z
deltaforce1987,WillyTolerdoo,2023-04-03T11:00:39.000Z
hijodenimrod,PedroOtamendi,2023-04-03T11:00:33.000Z
Tuputam55763591,WillyTolerdoo,2023-04-03T11:00:31.000Z
antonanzas19,FroilLannister,2023-04-03T11:00:22.000Z
AmparoXifre,ErnestoEkaizer,2023-04-03T11:00:19.000Z
paco29502555,WillyTolerdoo,2023-04-03T11:00:18.000Z
nandocaballero,VilaWeb,2023-04-03T11:00:15.000Z
AMiguel1969,FroilLannister,2023-04-03T11:00:13.000Z
Terrier47237457,WillyTolerdoo,2023-04-03T11:00:09.000Z
manessacr,capTercio,2023-04-03T11:00:08.000Z
afiladofilo,WillyTolerdoo,2023-04-03T11:00:01.000Z
el_hipocritas,el_pais,2023-04-03T10:59:59.000Z
el_hipocritas,LaLigaDeRafa,2023-04-03T10:59:59.000Z
mierditer,FroilLannister,2023-04-03T10:59:59.000Z
rro1963,PedroOtamendi,2023-04-03T10:59:57.000Z
MIGUELA13338793,PedroOtamendi,2023-04-03T10:59:38.000Z
carlos221268,WillyTolerdoo,2023-04-03T10:59:22.000Z
Claraquesiguapi,WillyTolerdoo,2023-04-03T10:59:13.000Z
Davidgarabatos,WillyTolerdoo,2023-04-03T10:59:01.000Z
Picorga,FroilLannister,2023-04-03T10:59:01.000Z
Splth32,Elvellblues,2023-04-03T10:58:53.000Z
Javidurio,FroilLannister,2023-04-03T10:58:50.000Z
ali_fdez_c,FroilLannister,2023-04-03T10:58:48.000Z
miguelm68981321,ErnestoEkaizer,2023-04-03T10:58:47.000Z
abelshalom,WillyTolerdoo,2023-04-03T10:58:46.000Z
cortandojamon,PedroOtamendi,2023-04-03T10:58:41.000Z
antoni_punti,Ludvig1973,2023-04-03T10:58:32.000Z
antoni_punti,Esquerra_ERC,2023-04-03T10:58:32.000Z
r_rengifo_c,FroilLannister,2023-04-03T10:58:31.000Z
LuisCuquito,WillyTolerdoo,2023-04-03T10:58:28.000Z
XescoTeruel,annagrauarias,2023-04-03T10:58:26.000Z
Francesc_Roca,Elvellblues,2023-04-03T10:58:24.000Z
Arroba46882533,WillyTolerdoo,2023-04-03T10:58:21.000Z
fernand73191853,capTercio,2023-04-03T10:58:18.000Z
JasperMaskelyn1,wallstwolverine,2023-04-03T10:58:16.000Z
matiasdelamota,CiutadansCs,2023-04-03T10:58:11.000Z
Pilar29853929,Cecilia_G_M,2023-04-03T10:58:04.000Z
EnriqueAS03,WillyTolerdoo,2023-04-03T10:57:53.000Z
Diegoherce17,WillyTolerdoo,2023-04-03T10:57:50.000Z
ceodebitcoin,WillyTolerdoo,2023-04-03T10:57:31.000Z
Flogledez,Cecilia_G_M,2023-04-03T10:57:30.000Z
Peteluix,WillyTolerdoo,2023-04-03T10:57:28.000Z
Manoel93750943,WillyTolerdoo,2023-04-03T10:57:25.000Z
Galianacoach,WillyTolerdoo,2023-04-03T10:57:21.000Z
getaparo,lescobartr,2023-04-03T10:57:18.000Z
rro1963,WillyTolerdoo,2023-04-03T10:57:13.000Z
soytunoytuno,FroilLannister,2023-04-03T10:57:10.000Z
IvoMuoz15,WillyTolerdoo,2023-04-03T10:57:06.000Z
i_canet,PacoEscudero12,2023-04-03T10:57:05.000Z
Ruteoes,ErnestoEkaizer,2023-04-03T10:56:59.000Z
sinarcaZ,WillyTolerdoo,2023-04-03T10:56:33.000Z
kibavemuladoe,WillyTolerdoo,2023-04-03T10:56:30.000Z
Valents_lleida,PareraEva,2023-04-03T10:56:27.000Z
Valents_lleida,oscar_benitez_b,2023-04-03T10:56:20.000Z
carlystaaky,WillyTolerdoo,2023-04-03T10:56:09.000Z
MontseCantinMas,joanrportell,2023-04-01T08:38:54.000Z
kibalk,VilaWeb,2023-04-01T08:38:17.000Z
Zascapatraska,OnVasBarcelona,2023-04-01T08:37:51.000Z
Alfredo06326156,GuajeSalvaje,2023-04-01T08:37:25.000Z
DealgadoEs,maxpradera,2023-04-01T08:36:28.000Z
DealgadoEs,MiquiOtero,2023-04-01T08:36:28.000Z
DealgadoEs,Juliaenlaonda,2023-04-01T08:36:28.000Z
DealgadoEs,n_torreblanca,2023-04-01T08:36:28.000Z
DealgadoEs,mcarmenjuan,2023-04-01T08:36:28.000Z
DealgadoEs,cronicaglobal,2023-04-01T08:36:28.000Z
mijuco,OnVasBarcelona,2023-04-01T08:36:05.000Z
ComsempreNO,OnVasBarcelona,2023-04-01T08:35:52.000Z
CintaVerge,OnVasBarcelona,2023-04-01T08:35:50.000Z
indy_catalana,valldasua,2023-04-01T08:35:38.000Z
jmmvalldoreix,janetsanz,2023-04-01T08:35:10.000Z
jmmvalldoreix,AdaColau,2023-04-01T08:35:10.000Z
ComsempreNO,OnVasBarcelona,2023-04-01T08:34:54.000Z
roll_dg,JordiMagrinya,2023-04-01T08:33:12.000Z
marcvanway,OnVasBarcelona,2023-04-01T08:32:15.000Z
joanserran1,vpartal,2023-04-01T08:30:39.000Z
Juan37737246,valldasua,2023-04-01T08:30:11.000Z
LlusMolins1,carmenboschmar8,2023-04-01T08:29:25.000Z
LlusMolins1,elnacionalcat,2023-04-01T08:29:25.000Z
loszanal,royo1_royo,2023-04-01T08:29:03.000Z
loszanal,elnacionalcat,2023-04-01T08:29:03.000Z
AngelesRibes_68,elCatalan_es,2023-04-01T08:28:53.000Z
AngelesRibes_68,PareraEva,2023-04-01T08:28:53.000Z
AngelesRibes_68,elCatalan_es,2023-04-01T08:28:53.000Z
jocatala55,OnVasBarcelona,2023-04-01T08:28:01.000Z
miguel28758101,davidlois_UNED,2023-04-01T08:27:36.000Z
JR_VOZME,20m,2023-04-01T08:27:32.000Z
Mapapamax,royo1_royo,2023-04-01T08:25:59.000Z
Mapapamax,elnacionalcat,2023-04-01T08:25:59.000Z
CarlesCama,mnogueras55,2023-04-01T08:25:02.000Z
casaxus,rosasuri,2023-04-01T08:24:25.000Z
noecatnord,riverolavic,2023-04-01T08:23:41.000Z
pepbase,valldasua,2023-04-01T08:23:15.000Z
delmoralo,elperiodico,2023-04-01T08:21:51.000Z
thecakesgarden,rweies,2023-04-01T08:21:07.000Z
NubemaNuria,miqueliceta,2023-04-01T08:20:45.000Z
NubemaNuria,macedogisela8,2023-04-01T08:20:45.000Z
NubemaNuria,elperiodico,2023-04-01T08:20:45.000Z
Maite66763376,comuns_info,2023-04-01T08:20:05.000Z
chuscopan,Rincewindcat,2023-04-01T08:18:16.000Z
LobitoHenares,GuajeSalvaje,2023-04-01T08:17:50.000Z
GerardgiroG,OnVasBarcelona,2023-04-01T08:17:43.000Z
Maite66763376,comuns_info,2023-04-01T08:17:33.000Z
MonicaGiEl71,strisciandel,2023-04-01T08:17:07.000Z
MonicaGiEl71,elnacionalcat,2023-04-01T08:17:07.000Z
jopirov,gemquim,2023-04-01T08:16:59.000Z
jopirov,elnacionalcat,2023-04-01T08:16:59.000Z
chuscopan,valldasua,2023-04-01T08:16:53.000Z
tonialba,royo1_royo,2023-04-01T08:16:44.000Z
tonialba,elnacionalcat,2023-04-01T08:16:44.000Z
lludrigot,riverolavic,2023-04-01T08:16:12.000Z
franciscoactiv2,reverdeconcausa,2023-04-01T08:16:10.000Z
JoanSanromaBaul,rogerdelluria14,2023-04-01T08:16:07.000Z
decideixopermi,x_oc_r,2023-04-01T08:16:05.000Z
Enric_GF2,royo1_royo,2023-04-01T08:15:35.000Z
Enric_GF2,elnacionalcat,2023-04-01T08:15:35.000Z
quimcarreras55,sdemaya,2023-04-01T08:15:27.000Z
juliajll50,OnVasBarcelona,2023-04-01T08:15:21.000Z
ClicksxREPCAT,ArutiaRutia,2023-04-01T08:14:56.000Z
ClicksxREPCAT,elnacionalcat,2023-04-01T08:14:56.000Z
alexmilianbeser,ElTemps_cat,2023-04-01T08:14:55.000Z
alexmilianbeser,xavierps7,2023-04-01T08:14:55.000Z
jordireq,OnVasBarcelona,2023-04-01T08:13:48.000Z
CanQuimCAT,OnVasBarcelona,2023-04-01T08:13:18.000Z
Maria08486940,_nadalgil,2023-04-01T08:12:30.000Z
Maria08486940,Esquerra_ERC,2023-04-01T08:12:30.000Z
JRC59722150,mnogueras55,2023-04-01T08:12:15.000Z
GuiuMas,FCarlemany,2023-04-01T08:11:55.000Z
BarcelonaCalli1,sdemaya,2023-04-01T08:11:03.000Z
nesticfinsals,joanrportell,2023-04-01T08:10:56.000Z
mariossans,AlbanoDante76,2023-04-01T08:10:39.000Z
Snowbros1981,riverolavic,2023-04-01T08:10:34.000Z
toni99_bcn,GuajeSalvaje,2023-04-01T08:10:15.000Z
susurro61,eduardoguti_,2023-04-01T08:09:34.000Z
JosepGuasch1,_nadalgil,2023-04-01T08:07:51.000Z
JosepGuasch1,Esquerra_ERC,2023-04-01T08:07:51.000Z
Llamantol1,AlbanoDante76,2023-04-01T08:06:33.000Z
Garchim1,OnVasBarcelona,2023-04-01T08:06:30.000Z
Enric_GF2,_nadalgil,2023-04-01T08:05:15.000Z
Enric_GF2,Esquerra_ERC,2023-04-01T08:05:15.000Z
1979Nati,GuajeSalvaje,2023-04-01T08:03:48.000Z
Ashanti_Alston,ElTemps_cat,2023-04-01T08:03:12.000Z
Ashanti_Alston,xavierps7,2023-04-01T08:03:12.000Z
3a_tsp,valldasua,2023-04-01T08:02:57.000Z
EmDicMerce,_nadalgil,2023-04-01T08:01:42.000Z
EmDicMerce,Esquerra_ERC,2023-04-01T08:01:42.000Z
DelSansa,AlbanoDante76,2023-04-01T08:01:36.000Z
DR54213348,mnogueras55,2023-04-01T08:00:47.000Z
ElTemps_cat,xavierps7,2023-04-01T08:00:00.000Z
iaragona,elperiodico,2023-04-01T07:59:54.000Z
Cuquileti1,x_oc_r,2023-04-01T07:59:36.000Z
Juliop72,GuajeSalvaje,2023-04-01T07:59:24.000Z
EmDicMerce,riverolavic,2023-04-01T07:59:06.000Z
TrainingSEsteve,OnVasBarcelona,2023-04-01T07:58:54.000Z
EmDicMerce,carmenboschmar8,2023-04-01T07:58:52.000Z
EmDicMerce,elnacionalcat,2023-04-01T07:58:52.000Z
Sergi_Renales,OnVasBarcelona,2023-04-01T07:58:44.000Z
AndoColgau,OnVasBarcelona,2023-04-01T07:58:39.000Z
jmecanic,mnogueras55,2023-04-01T07:58:27.000Z
lluisaav17,valldasua,2023-04-01T07:57:34.000Z
capi242CAT,valldasua,2023-04-01T07:57:30.000Z
Arnaufinselsous,OnVasBarcelona,2023-04-01T07:56:26.000Z
iaragona,elperiodico,2023-04-01T07:56:10.000Z
xepkna,VilaWeb,2023-04-01T07:56:08.000Z
BlackHawkAssalt,mnogueras55,2023-04-01T07:56:03.000Z
Alcantarabridge,OnVasBarcelona,2023-04-01T07:55:20.000Z
Arnaufinselsous,x_oc_r,2023-04-01T07:55:16.000Z
ENVALMA,GuajeSalvaje,2023-04-01T07:54:55.000Z
Xus20102278,riverolavic,2023-04-01T07:54:39.000Z
Teresa4413,mnogueras55,2023-04-01T07:54:06.000Z
matildedescals,royo1_royo,2023-04-01T07:53:47.000Z
matildedescals,elnacionalcat,2023-04-01T07:53:47.000Z
BielMarti_92,mnogueras55,2023-04-01T07:53:40.000Z
Maricar29452716,BCNmetropoli,2023-04-01T07:51:11.000Z
perezlozano,MariaMiquel1,2023-04-01T07:50:51.000Z
casaxus,sapoconcho,2023-04-01T07:50:41.000Z
quimrocajorda,anna_sanllehy,2023-04-01T07:49:32.000Z
quimrocajorda,elnacionalcat,2023-04-01T07:49:32.000Z
josepmpallares,OnVasBarcelona,2023-04-01T07:49:14.000Z
teresasoley,gemquim,2023-04-01T07:48:56.000Z
teresasoley,elnacionalcat,2023-04-01T07:48:56.000Z
zunbba,annagrauarias,2023-04-01T07:48:19.000Z
zunbba,abc_es,2023-04-01T07:48:19.000Z
Albert_xxxxx,OnVasBarcelona,2023-04-01T07:48:17.000Z
nueva_tapia,valents_cat,2023-04-01T07:46:56.000Z
EnfinFermin,AlbanoDante76,2023-04-01T07:46:38.000Z
DespertaFerro11,elperiodico,2023-04-01T07:46:38.000Z
BruckelRuiz,davidlois_UNED,2023-04-01T07:46:30.000Z
EnfinFermin,AlbanoDante76,2023-04-01T07:46:28.000Z
RTapiasCors,vpartal,2023-04-01T07:46:24.000Z
beberobadobusco,rogerdelluria14,2023-04-01T07:46:11.000Z
Salvadorcm61,OnVasBarcelona,2023-04-01T07:45:52.000Z
ramondal,AlbanoDante76,2023-04-01T07:45:48.000Z
BastardesAnna,vpartal,2023-04-01T07:45:40.000Z
jordioctavi,OnVasBarcelona,2023-04-01T07:45:37.000Z
maicaref,comuns_info,2023-04-01T07:45:06.000Z
crisorquidea,AlbanoDante76,2023-04-01T07:44:57.000Z
BarcelonaCalli1,vpartal,2023-04-01T07:43:45.000Z
lludrigot,OnVasBarcelona,2023-04-01T07:43:10.000Z
Garchim1,valldasua,2023-04-01T07:42:53.000Z
thinkcatalonia,riverolavic,2023-04-01T07:42:47.000Z
maitemvcb,OnVasBarcelona,2023-04-01T07:40:55.000Z
pastorbprogre,elperiodico,2023-04-01T07:40:14.000Z
enricpardo66,vpartal,2023-04-01T07:39:18.000Z
Eroset2017,x_oc_r,2023-04-01T07:38:56.000Z
mcplaza001,OnVasBarcelona,2023-04-01T07:38:01.000Z
Fco_Miguelgarsa,GuajeSalvaje,2023-04-01T07:37:29.000Z
EEstarlich,Aquitania_s,2023-04-01T07:37:18.000Z
EEstarlich,JoventRepublica,2023-04-01T07:37:18.000Z
arnauebri,JordiMagrinya,2023-04-01T07:37:10.000Z
teseu99,OnVasBarcelona,2023-04-01T07:36:58.000Z
quimrocajorda,ParonellaMontse,2023-04-01T07:36:53.000Z
quimrocajorda,jordicoronas,2023-04-01T07:36:53.000Z
msilvialaiz,GuajeSalvaje,2023-04-01T07:36:50.000Z
sainz_gemma,joanrportell,2023-04-01T07:36:11.000Z
sainz_gemma,mnogueras55,2023-04-01T07:35:57.000Z
ELMESSITERO,OnVasBarcelona,2023-04-01T07:35:54.000Z
teseu99,valldasua,2023-04-01T07:35:54.000Z
Llusa19,OnVasBarcelona,2023-04-01T07:34:43.000Z
ELMESSITERO,OnVasBarcelona,2023-04-01T07:33:50.000Z
mcplaza001,OnVasBarcelona,2023-04-01T07:33:43.000Z
santsjoca1,OnVasBarcelona,2023-04-01T07:33:29.000Z
JuanTorrasg,OnVasBarcelona,2023-04-01T07:33:07.000Z
Jess53501563,wallstwolverine,2023-04-01T07:32:42.000Z
thisisjaume,sdemaya,2023-04-01T07:32:36.000Z
EnfinFermin,AdricatBcn,2023-04-01T07:31:38.000Z
EnfinFermin,OnVasBarcelona,2023-04-01T07:31:38.000Z
EnfinFermin,OnVasBarcelona,2023-04-01T07:30:45.000Z
DespertaFerro11,joanrportell,2023-04-01T07:30:40.000Z
ESGARRIACRIES,albertdmcat,2023-04-01T07:30:31.000Z
Arnaufinselsous,royo1_royo,2023-04-01T07:29:25.000Z
Arnaufinselsous,elnacionalcat,2023-04-01T07:29:25.000Z
sisiloti,AlbanoDante76,2023-04-01T07:29:21.000Z
Arnaufinselsous,valldasua,2023-04-01T07:29:16.000Z
Fondesfam,AlbanoDante76,2023-04-01T07:26:55.000Z
oserrar2,racocatala,2023-04-01T07:26:35.000Z
oserrar2,bashachanguerra,2023-04-01T07:26:35.000Z
oserrar2,kikoP9,2023-04-01T07:26:35.000Z
oserrar2,CUPBarcelona,2023-04-01T07:26:35.000Z
oserrar2,cupnacional,2023-04-01T07:26:35.000Z
oserrar2,GrupBarnils,2023-04-01T07:26:35.000Z
XavierGarcia24,zanartuvdg,2023-04-01T07:26:29.000Z
ELCAPI233,comuns_info,2023-04-01T07:26:02.000Z
Purple43213287,RayHardon,2023-04-01T07:25:11.000Z
Purple43213287,nytimes,2023-04-01T07:25:11.000Z
calcosares,rosasuri,2023-04-01T07:25:05.000Z
GozerBCN,AlbanoDante76,2023-04-01T07:24:54.000Z
carlesmanjon,sdemaya,2023-04-01T07:24:14.000Z
Monicamfslj,valldasua,2023-04-01T07:23:36.000Z
laabuelaroja,davidlois_UNED,2023-04-01T07:23:08.000Z
enricuxo,vpartal,2023-04-01T07:22:59.000Z
JordiPouPl,vpartal,2023-04-01T07:21:56.000Z
YagoBarros_,davidlois_UNED,2023-04-01T07:21:46.000Z
marisantboi,_nadalgil,2023-04-01T07:20:55.000Z
marisantboi,Esquerra_ERC,2023-04-01T07:20:55.000Z
Matoro159,GuajeSalvaje,2023-04-01T07:20:48.000Z
valents_vila,valents_cat,2023-04-01T07:19:33.000Z
Guatlleta,ArutiaRutia,2023-04-01T07:19:08.000Z
Guatlleta,elnacionalcat,2023-04-01T07:19:08.000Z
JuntsxCatBCN,Rincewindcat,2023-04-01T07:19:05.000Z
OlgaPatriaVOX,GuajeSalvaje,2023-04-01T07:18:52.000Z
JoanStQ,AlbanoDante76,2023-04-01T07:18:44.000Z
Enric_GF2,vpartal,2023-04-01T07:18:11.000Z
manel_guerris,OnVasBarcelona,2023-04-01T07:17:45.000Z
EPascualLagunas,OnVasBarcelona,2023-04-01T07:17:36.000Z
MarcMateos,_nadalgil,2023-04-01T07:16:29.000Z
MarcMateos,Esquerra_ERC,2023-04-01T07:16:29.000Z
Cuca67073017,riverolavic,2023-04-01T07:16:24.000Z
mccasanovas11,OnVasBarcelona,2023-04-01T07:16:22.000Z
Paloubresoli,OnVasBarcelona,2023-04-01T07:16:20.000Z
1afc1973,GuajeSalvaje,2023-04-01T07:15:51.000Z
Eracavernicola,AmargoToronjo,2023-04-01T07:15:42.000Z
Eracavernicola,PDuchement,2023-04-01T07:15:42.000Z
Enric_GF2,OnVasBarcelona,2023-04-01T07:15:05.000Z
karpinoset,GuajeSalvaje,2023-04-01T07:14:59.000Z
miquelprats5,mnogueras55,2023-04-01T07:14:02.000Z
JRjanit,OnVasBarcelona,2023-04-01T07:13:59.000Z
CelmaAlbert,riverolavic,2023-04-01T07:13:51.000Z
Karina030173,OnVasBarcelona,2023-04-01T07:12:55.000Z
agustinmlasanta,davidlois_UNED,2023-04-01T07:12:43.000Z
davidbelzunce,MontseGarciaCa1,2023-04-01T07:12:39.000Z
Guatlleta,vpartal,2023-04-01T07:12:38.000Z
Enric_GF2,OnVasBarcelona,2023-04-01T07:12:28.000Z
JoanAmatPalls1,carmenboschmar8,2023-04-01T07:12:12.000Z
JoanAmatPalls1,elnacionalcat,2023-04-01T07:12:12.000Z
jordietius,riverolavic,2023-04-01T07:12:11.000Z
jmecanic,_nadalgil,2023-04-01T07:11:56.000Z
jmecanic,Esquerra_ERC,2023-04-01T07:11:56.000Z
Guatlleta,_nadalgil,2023-04-01T07:11:25.000Z
Guatlleta,Esquerra_ERC,2023-04-01T07:11:25.000Z
Xavi63603549,OnVasBarcelona,2023-04-01T07:11:14.000Z
jcobegua,x_oc_r,2023-04-01T07:11:11.000Z
glovar07,ArutiaRutia,2023-04-01T07:10:19.000Z
glovar07,elnacionalcat,2023-04-01T07:10:19.000Z
ortizrulo,GuajeSalvaje,2023-04-01T07:10:08.000Z
JoanAmatPalls1,vpartal,2023-04-01T07:09:57.000Z
monteyolape,OnVasBarcelona,2023-04-01T07:09:29.000Z
510wapa,riverolavic,2023-04-01T07:08:31.000Z
tirant_el_blanc,x_oc_r,2023-04-01T07:08:04.000Z
jagalgar,GuajeSalvaje,2023-04-01T07:07:46.000Z
13Mireia13,AlbanoDante76,2023-04-01T07:07:40.000Z
eescale,AlbanoDante76,2023-04-01T07:05:44.000Z
JoanAmatPalls1,gemquim,2023-04-01T07:05:28.000Z
JoanAmatPalls1,elnacionalcat,2023-04-01T07:05:28.000Z
VctorPallares4,rogerdelluria14,2023-04-01T07:03:14.000Z
ElTemps_cat,xavierps7,2023-04-01T07:00:01.000Z
monterhusmore,mnogueras55,2023-04-01T06:59:07.000Z
teresasenior,valldasua,2023-04-01T06:58:25.000Z
QuinteroGmail,GuajeSalvaje,2023-04-01T06:57:56.000Z
Martandresrouge,AlbanoDante76,2023-04-01T06:57:19.000Z
albbieotero,ArutiaRutia,2023-04-01T06:57:02.000Z
albbieotero,elnacionalcat,2023-04-01T06:57:02.000Z
LesAntonies,vpartal,2023-04-01T06:55:43.000Z
GuiuMas,FCarlemany,2023-04-01T06:55:10.000Z
jordietius,x_oc_r,2023-04-01T06:55:06.000Z
jordisega55,OnVasBarcelona,2023-04-01T06:53:38.000Z
JosephineNeXa,x_oc_r,2023-04-01T06:52:51.000Z
GalleriPere,vpartal,2023-04-01T06:52:34.000Z
dmoloc,OnVasBarcelona,2023-04-01T06:51:53.000Z
TAltaio,VilaWeb,2023-04-01T06:51:16.000Z
sainz_gemma,ArutiaRutia,2023-04-01T06:50:46.000Z
sainz_gemma,elnacionalcat,2023-04-01T06:50:46.000Z
Mafalda2x2,OnVasBarcelona,2023-04-01T06:49:43.000Z
PalmaNeus,mnogueras55,2023-04-01T06:49:42.000Z
Patriotacatala1,OnVasBarcelona,2023-04-01T06:49:37.000Z
VictorArtes436,OnVasBarcelona,2023-04-01T06:48:15.000Z
VictorArtes436,Txm_San,2023-04-01T06:48:15.000Z
CarlesCR74,OnVasBarcelona,2023-04-01T06:46:31.000Z
JoanDP67,_nadalgil,2023-04-01T06:45:48.000Z
JoanDP67,Esquerra_ERC,2023-04-01T06:45:48.000Z
NuriMoBo,ThankYouFromCat,2023-04-01T06:42:59.000Z
NuriMoBo,AdaColau,2023-04-01T06:42:59.000Z
dalmaucastanyer,OnVasBarcelona,2023-04-01T06:42:36.000Z
dalmaucastanyer,OnVasBarcelona,2023-04-01T06:41:59.000Z
ander_the_table,eduardoguti_,2023-04-01T06:41:40.000Z
teresasoley,ArutiaRutia,2023-04-01T06:41:31.000Z
teresasoley,elnacionalcat,2023-04-01T06:41:31.000Z
JosephineNeXa,OnVasBarcelona,2023-04-01T06:39:01.000Z
rvilaret,sdemaya,2023-04-01T06:35:00.000Z
Cesc_Cazorla,sdemaya,2023-04-01T06:34:51.000Z
rosarmario,VilaWeb,2023-04-01T06:33:07.000Z
JosephineNeXa,royo1_royo,2023-04-01T06:32:49.000Z
JosephineNeXa,elnacionalcat,2023-04-01T06:32:49.000Z
msaltorviver,_nadalgil,2023-04-01T06:32:36.000Z
msaltorviver,Esquerra_ERC,2023-04-01T06:32:36.000Z
VINTISET,riverolavic,2023-04-01T06:29:56.000Z
suzukice,valldasua,2023-04-01T06:29:45.000Z
monterhusmore,OnVasBarcelona,2023-04-01T06:27:55.000Z
Marcelus_1,OnVasBarcelona,2023-04-01T06:27:21.000Z
Tamborras,AlbanoDante76,2023-04-01T06:27:14.000Z
jnovi_biozym,OnVasBarcelona,2023-04-01T06:26:49.000Z
Marcelus_1,OnVasBarcelona,2023-04-01T06:26:40.000Z
jcobegua,ArutiaRutia,2023-04-01T06:26:38.000Z
jcobegua,elnacionalcat,2023-04-01T06:26:38.000Z
CarullaDaniel,OnVasBarcelona,2023-04-01T06:26:09.000Z
LlunaGirona,_nadalgil,2023-04-01T06:25:53.000Z
LlunaGirona,Esquerra_ERC,2023-04-01T06:25:53.000Z
merqquiades,riverolavic,2023-04-01T06:25:52.000Z
isabelsk59,OnVasBarcelona,2023-04-01T06:24:22.000Z
EnricManyer,x_oc_r,2023-04-01T06:23:38.000Z
Mponsdevalla,riverolavic,2023-04-01T06:23:36.000Z
monterhusmore,_nadalgil,2023-04-01T06:23:21.000Z
monterhusmore,Esquerra_ERC,2023-04-01T06:23:21.000Z
jo_serrallonga2,OnVasBarcelona,2023-04-01T06:23:15.000Z
pau_castellvi,Rincewindcat,2023-04-01T06:22:36.000Z
SoleArans,_nadalgil,2023-04-01T06:22:33.000Z
SoleArans,Esquerra_ERC,2023-04-01T06:22:33.000Z
JBerma50,sincomplejos__,2023-04-01T06:22:25.000Z
JBerma50,valents,2023-04-01T06:22:25.000Z
JBerma50,PareraEva,2023-04-01T06:22:25.000Z
AlbertLinaresG,valldasua,2023-04-01T06:22:24.000Z
alripol95,Rincewindcat,2023-04-01T06:22:10.000Z
portis_ana,_nadalgil,2023-04-01T06:21:41.000Z
